"GTExN7MScountsPUBLISHED","GTExN7MScountsREPROCESSED","GTExNFK9countsPUBLISHED","GTExNFK9countsREPROCESSED","GTExO5YTcountsPUBLISHED","GTExO5YTcountsREPROCESSED"
0,0,0,0,2,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
2,10,1,1,0,0
0,0,0,0,2,2
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
301,205,300,186,378,257
0,2,0,0,0,1
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,1,0,0,0,0
2,3,0,0,0,0
0,0,0,2,0,1
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,4,4
0,2,4,2,0,0
0,0,0,0,0,0
0,0,2,1,0,0
12,7,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,1
0,0,0,0,0,0
1,1,0,0,0,0
15,12,2,1,4,2
1,1,2,4,0,4
0,0,0,0,0,0
0,0,0,0,0,0
4,2,0,2,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,1,0,0,0,1
0,0,0,0,0,0
6,3,0,0,2,3
1,0,1,0,2,1
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
18,18,12,10,13,12
0,0,0,0,0,0
0,0,0,0,1,1
0,0,0,0,0,0
0,0,0,0,1,1
3,1,1,1,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,4,3,0,0
0,0,0,0,0,0
1,2,1,0,0,2
0,0,0,0,0,0
0,0,0,2,0,0
0,0,0,0,0,1
0,0,0,0,1,1
0,0,0,1,0,2
0,0,0,0,0,0
0,0,0,1,0,0
0,0,0,0,0,0
0,4,0,1,7,1
3,6,0,0,211,225
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
2,2,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
4,3,0,0,0,0
8,7,9,9,9,10
0,1,0,0,0,0
4,3,2,1,9,6
0,0,0,1,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,1,0
3,0,3,0,1,0
0,0,0,0,0,0
1,1,0,0,0,0
0,1,8,9,2,3
0,0,0,0,0,0
2,2,2,3,32,19
0,0,0,0,0,0
0,2,0,0,0,0
0,0,0,0,2,1
0,3,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
149,109,12,16,117,86
0,0,0,0,2,1
0,0,0,0,0,0
0,0,0,0,2,1
2,1,0,1,4,4
0,0,0,0,0,0
0,0,0,0,0,0
0,1,8,5,18,9
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
45,28,9,11,24,16
3,7,2,3,61,52
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
37,20,49,22,325,148
0,0,0,0,1,1
0,0,2,1,6,6
0,1,0,0,3,8
0,0,0,0,0,0
0,0,1,2,0,0
0,0,0,0,0,0
0,1,0,0,0,1
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,1
0,0,0,0,0,0
5,6,1,1,26,24
0,0,0,0,0,0
434,36,238,11,529,22
0,0,0,1,0,0
0,0,0,0,0,0
0,0,0,0,0,0
1,1,0,0,0,0
8,4,12,9,18,5
2,2,5,1,15,31
0,2,0,0,0,0
3,1,0,0,0,0
2,1,0,1,1,2
0,0,0,0,0,0
0,1,0,0,5,0
0,0,0,0,13,7
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
1,3,0,0,0,6
0,0,0,0,0,0
0,0,0,0,1,2
0,0,1,1,0,3
0,0,0,0,0,0
0,0,0,0,1,1
0,0,0,0,0,0
0,0,0,1,0,1
0,0,0,3,0,0
4,2,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,4
0,0,0,0,0,0
0,0,0,0,0,0
1,7,4,6,0,1
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
2,3,6,3,3,3
0,0,0,0,1,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,1,0,0
0,2,2,1,0,0
2,2,0,0,1,2
0,0,0,0,0,0
0,0,0,0,0,0
1,1,0,0,0,0
0,0,0,0,0,1
9,5,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,2,0,0,0
0,0,11,9,0,1
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,2,0,0,0
0,2,0,0,10,8
0,0,0,0,0,0
1,1,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,2,0,0,0,1
0,0,0,0,0,3
1,2,0,2,3,5
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,1
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,1,0,0,0,1
0,0,0,0,4,7
0,0,0,0,0,0
0,0,0,0,1,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,1,0,1,0
0,0,0,0,0,0
0,0,4,2,0,0
0,0,0,0,0,0
0,0,1,2,0,0
0,0,0,0,0,0
2,1,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,1,1,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,1,0
81,65,22,18,51,30
0,0,0,0,0,0
0,0,0,0,0,0
35,34,29,22,5,14
0,0,0,0,0,0
3,7,7,4,1,1
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
4,2,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
2,1,2,1,0,0
0,0,0,0,0,0
8,27,14,26,10,22
0,0,0,0,0,0
0,0,0,1,1,0
0,1,0,0,0,0
17,16,9,23,14,17
0,0,0,2,0,0
0,0,0,0,0,0
2,1,0,0,0,0
0,0,0,0,0,0
19,10,8,2,6,2
0,0,0,0,0,0
0,0,0,0,1,1
2,1,0,0,2,1
0,0,0,2,2,2
0,0,0,0,2,1
4,3,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,2,1,0,0
0,0,0,0,0,0
0,1,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,2,0,0,1,2
4,5,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,1,0,0,0,0
0,0,0,0,0,0
4,2,0,0,1,1
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,2
0,0,0,1,1,1
0,0,0,0,0,0
0,0,2,1,0,1
0,1,0,1,0,0
0,0,0,0,0,0
0,0,0,0,0,0
4,2,0,0,0,2
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,1,0
0,0,0,0,0,0
4,4,0,0,0,0
0,0,0,0,0,0
0,0,0,1,0,0
4,0,0,0,4,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
4,4,5,1,5,6
0,0,0,0,1,1
0,0,0,0,0,0
0,0,2,1,0,0
0,0,0,1,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
1,0,0,0,1,0
0,0,2,2,0,0
0,0,0,0,0,0
0,0,0,0,0,1
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,13,7
46,29,24,13,25,15
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,1,0,0,0,0
0,2,0,1,1,2
0,0,0,0,0,1
28,63,5,12,16,22
0,0,0,0,0,0
0,0,0,0,0,0
0,0,1,0,0,0
2,4,2,8,2,9
0,0,0,0,0,0
0,0,2,1,0,0
1,0,0,0,0,1
0,0,0,0,0,0
20,1,18,7,0,0
0,0,1,1,8,8
0,0,0,0,0,0
0,0,0,0,0,0
0,1,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
2,1,4,2,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
3,3,0,1,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,1
0,0,0,0,0,0
0,1,0,2,0,0
0,0,0,0,0,0
1,1,0,0,0,0
0,0,0,0,0,0
0,2,0,2,0,1
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,1
0,0,0,0,0,0
0,0,0,0,0,0
1,1,1,0,0,0
1,2,2,1,0,0
0,1,0,0,0,0
0,0,0,0,0,0
2,3,0,1,2,3
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,1
0,0,0,0,0,0
0,0,0,0,0,0
0,4,5,10,3,16
0,0,0,0,0,1
0,0,0,0,0,0
28,49,104,123,90,98
0,0,0,0,0,0
0,0,0,0,0,0
2,1,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,1,0,1,0
0,2,0,0,1,0
0,0,0,0,0,0
0,0,0,0,0,1
54,45,24,24,73,43
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,1,0
0,0,0,0,0,0
0,1,0,1,0,0
0,0,0,0,0,0
0,0,2,0,0,0
0,1,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
1,2,0,0,1,1
0,0,0,0,1,0
0,0,0,0,0,0
2,2,0,0,0,0
0,0,0,0,0,1
0,0,0,1,0,0
1,1,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
1,1,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
2,1,8,5,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,3,0,0,4,9
2,0,0,0,0,1
2,1,5,1,1,2
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,6,7
0,0,0,0,0,0
0,0,0,0,0,0
3,2,0,0,0,0
2,2,2,2,9,12
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
1,1,0,0,12,6
2,3,0,0,0,0
17,57,3,13,26,16
0,0,0,0,2,1
0,0,0,0,0,0
0,1,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,1
0,0,0,0,0,0
0,0,0,0,0,0
6,7,15,10,8,5
0,2,2,4,0,3
0,0,0,0,9,5
0,0,0,0,0,0
1,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,5,10
0,0,0,0,4,4
0,0,0,0,0,0
0,0,2,1,0,0
0,0,0,0,0,0
0,0,0,0,0,0
2,1,0,0,0,0
8,6,11,7,0,0
0,0,0,0,0,0
2,1,0,0,2,0
0,0,0,0,0,0
14,13,4,4,10,8
0,0,0,0,0,0
0,0,1,2,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,2,4,1,1
2,1,0,0,0,0
0,0,0,0,0,0
0,0,1,0,1,0
0,0,0,0,0,0
0,0,1,1,1,0
0,0,0,1,0,0
0,0,0,0,7,7
12,8,12,15,86,68
1,1,0,1,0,1
0,0,0,0,0,0
0,1,0,1,0,2
0,3,2,4,0,1
0,0,0,0,0,0
0,0,0,0,0,0
2,1,0,0,0,0
0,0,0,0,0,0
1,0,0,0,0,0
2,1,1,3,0,4
0,0,0,0,0,0
8,11,20,30,17,26
0,0,0,0,0,0
70,100,67,75,46,44
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
2,4,0,0,4,6
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,1
11,10,6,5,6,4
0,0,0,0,0,0
19,12,7,9,18,13
0,0,0,0,0,0
0,0,0,0,1,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,1,1,0,3
0,0,0,0,0,2
0,0,0,0,0,0
0,0,0,0,0,2
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
1,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,1
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
2,1,2,3,4,3
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
55,26,81,36,400,187
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,1
2,0,1,0,0,0
0,0,0,0,0,0
4,2,0,0,4,2
0,0,0,0,0,0
0,2,1,0,0,1
0,0,0,0,0,1
0,0,0,0,0,0
0,0,0,0,0,1
3,2,0,0,14,3
197,141,16,12,59,32
0,0,4,7,20,26
0,0,2,2,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,1
0,0,0,1,2,2
0,0,0,0,0,0
2,6,0,0,6,6
0,0,0,0,0,0
0,0,2,3,7,3
0,0,2,5,0,6
0,0,0,0,0,0
0,0,1,1,0,0
0,0,0,0,0,0
0,0,0,0,0,0
1,0,3,0,1,0
0,0,0,1,0,1
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,1,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,1,0,0,0,1
0,0,0,0,0,0
0,1,0,0,0,1
0,0,0,0,0,2
4,12,2,16,33,54
0,0,0,1,0,0
0,1,0,1,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,2,2
22,13,9,11,17,15
122,83,43,26,44,32
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,7
6,5,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,1,0,0
0,0,0,1,0,1
0,0,0,0,0,2
0,0,0,0,0,0
1,4,2,5,0,1
0,0,0,0,0,0
16,1,21,0,94,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
1,6,10,4,1,1
0,0,0,0,0,0
0,0,2,5,2,1
0,0,0,0,0,0
2,4,0,2,10,2
0,0,0,0,0,0
0,0,0,0,0,0
20,19,134,106,0,2
2,2,0,0,0,0
2,2,0,1,1,0
2,2,0,0,0,0
0,0,0,0,0,0
2,0,2,0,0,0
2,1,0,0,0,0
11,24,27,68,8,24
2,1,0,0,2,2
0,1,0,0,1,0
0,1,4,5,1,12
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,1,1
0,0,0,0,0,0
2,4,6,4,3,3
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
2,2,2,1,2,3
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
29,19,27,26,69,44
0,0,0,0,0,0
0,0,0,0,0,0
0,3,5,8,49,54
0,0,0,0,7,6
0,0,0,1,0,0
0,0,0,0,0,0
0,1,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
1,1,0,0,5,3
1,1,0,0,0,0
0,0,0,0,1,2
0,1,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,3,4,4,0,3
4,6,2,2,0,0
1,1,0,0,0,0
0,0,0,0,0,0
0,0,3,5,0,14
0,0,0,0,0,0
6,3,7,6,18,9
0,0,0,0,1,0
0,0,0,0,0,0
0,0,0,0,0,0
97,101,247,211,151,135
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
2,2,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,3,9,2,6
1,5,0,0,0,3
0,1,0,0,0,0
0,0,0,0,0,0
9,21,27,37,15,18
0,0,0,0,0,0
43,19,35,19,161,63
0,0,0,0,0,0
0,0,1,1,0,0
5,6,0,0,2,2
0,0,0,0,0,0
2,1,0,0,0,0
0,0,0,1,0,0
826,490,77,49,385,236
0,0,0,6,0,0
0,0,0,0,0,0
0,0,0,0,0,0
7,4,3,3,0,1
0,0,0,0,0,0
14,13,13,11,39,27
0,0,0,0,0,1
0,0,0,1,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,1,0,2,0,0
0,0,1,1,0,0
0,0,0,0,0,0
0,0,0,0,0,1
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
10,10,8,11,6,10
0,0,0,0,0,0
5,2,0,0,0,0
1,1,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,0
2,1,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
6,5,12,6,1,5
1,1,0,0,0,0
0,0,1,0,1,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
1,1,0,0,0,0
0,0,0,0,0,0
0,1,0,1,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
7,4,0,0,0,0
0,2,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
1,2,0,0,1,1
434,365,876,549,3839,2246
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
2,1,11,0,2,1
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,19,11
0,0,0,0,0,0
1,2,8,4,0,1
0,0,1,0,0,0
5,4,4,2,18,9
0,0,0,0,0,0
0,0,0,0,0,0
6,4,1,7,2,3
0,0,0,0,0,0
30,15,44,22,364,195
0,0,0,0,0,0
0,0,0,0,0,0
4,4,2,1,0,0
2,1,0,1,0,1
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,1,4,4
0,0,0,0,0,0
0,1,0,0,0,1
0,0,0,0,0,0
0,0,0,0,1,1
0,0,0,0,0,0
2,4,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
2,3,6,8,4,0
0,0,0,0,0,4
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,1,0,0
0,0,0,0,0,0
0,0,0,0,0,1
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,1,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,3,1
4,2,2,2,23,16
8,2,0,0,2,0
0,2,0,0,0,0
0,0,3,2,36,24
0,0,0,0,0,0
0,0,0,2,0,0
0,0,0,0,1,2
1,5,0,0,0,0
0,0,6,6,0,1
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,2,2,2,3,4
3,6,0,0,0,0
0,0,0,0,0,0
59,39,44,24,95,71
0,5,0,1,0,2
0,0,0,0,0,0
0,0,0,0,0,0
0,1,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
1,1,0,0,0,0
0,0,0,0,0,0
1,1,5,6,2,1
0,0,0,0,0,0
2,1,12,6,4,3
52,17,19,3,203,76
0,0,0,0,0,0
0,0,0,0,0,1
0,0,0,0,0,0
0,0,0,0,0,0
80,72,13,13,20,16
0,2,4,2,4,4
0,0,0,0,1,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,1,0,1,0,1
7,5,0,0,2,6
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,1,0,0
0,1,0,0,0,1
0,0,0,0,0,0
4,2,2,4,13,5
0,0,0,0,0,0
0,3,0,0,16,10
0,0,0,0,0,4
0,0,0,0,0,0
0,0,0,0,0,1
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,1
0,0,3,2,0,0
8,7,20,13,28,22
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,2,0,0,0,1
0,0,0,0,0,0
0,0,0,0,0,0
4,4,0,0,0,0
0,0,0,0,0,0
2,1,2,0,12,7
1,1,0,0,0,0
60,40,43,33,32,18
0,0,0,0,0,1
1,1,0,0,2,1
0,0,0,0,0,0
0,0,0,0,0,0
5,8,3,3,1,3
0,0,0,0,0,0
0,0,2,4,1,3
0,0,0,0,0,0
0,0,0,0,4,4
0,0,0,0,0,0
0,0,0,0,0,0
4,2,2,1,1,0
0,0,0,0,0,0
1,2,1,9,2,8
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
2,1,0,0,0,0
0,8,26,35,3,9
0,0,0,0,0,0
3,6,0,0,0,0
0,2,4,3,0,2
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,1,1,6,2,4
0,0,0,0,0,0
2,1,0,0,0,0
0,0,0,0,0,0
0,1,0,0,0,0
3,3,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
28,15,14,6,39,28
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,4,0,6
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,1,0,0,0,0
0,0,0,0,0,0
1161,726,860,607,1753,1465
0,1,0,0,0,0
5,2,0,1,1,1
2,1,0,0,0,1
0,0,0,0,0,0
0,0,0,1,1,1
1,1,0,0,0,0
0,0,0,0,0,0
10,9,8,1,8,8
0,0,0,0,0,1
103,95,63,51,50,41
6,4,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,1
0,1,0,1,0,0
0,0,0,0,0,0
0,0,0,1,0,1
0,0,0,0,0,1
0,1,0,0,0,0
0,0,0,0,0,1
1,4,0,1,9,8
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
1,2,0,0,2,1
2,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
2,1,0,0,0,0
0,0,0,0,0,0
23,25,45,37,2,2
2,1,3,4,0,1
8,9,5,5,14,10
9,7,10,11,14,7
0,0,0,0,0,0
1,2,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,4
0,0,0,0,0,0
4,4,0,0,1,2
0,0,0,0,0,0
0,0,0,0,0,0
11,20,87,70,118,87
2,2,1,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,1
1,1,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,3,4
0,0,0,0,0,1
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
88,53,4,3,44,24
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,6,4
0,5,0,0,0,0
0,1,2,4,0,0
0,2,0,0,0,0
0,0,0,0,0,0
1,1,0,0,0,0
1,5,1,10,0,4
4,2,49,8,273,55
0,0,0,0,0,0
0,0,0,0,0,0
2,1,2,2,0,0
5,6,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,1
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,1,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,1,0,0,0,0
32,50,20,24,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,1,0,0,0,0
0,0,0,0,0,0
0,2,0,1,0,0
0,0,0,0,0,0
35,94,59,77,80,194
5,5,3,2,9,6
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,1,0,0,0,0
0,31,9,505,109,78
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
2,1,0,0,0,0
2,3,4,5,6,4
5,0,35,5,187,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,2,2,0,0
0,0,0,0,0,0
0,0,5,2,8,1
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
29,14,9,4,56,27
0,0,0,0,0,0
0,0,1,0,1,0
0,0,0,0,0,0
33,16,10,9,44,17
0,0,0,0,0,0
0,0,0,0,0,0
1,4,0,1,0,5
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
2,1,0,0,0,0
1,2,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,1,0,4,3,3
0,0,0,0,0,0
0,1,0,0,18,8
0,0,0,2,0,2
0,0,0,0,0,0
1,1,0,0,5,5
0,0,1,2,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,2
2,1,0,0,0,0
0,0,0,0,0,0
5,9,0,0,13,8
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,1
48,37,21,13,0,0
1,3,1,5,1,5
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,1,1
0,0,0,0,0,0
28,20,9,9,23,15
0,0,0,0,0,0
2,1,1,0,0,0
4,3,0,0,0,0
0,0,0,0,0,0
2,3,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
5,2,6,3,0,0
0,0,0,0,0,0
1,0,0,0,1,2
29,34,2785,1662,58,110
0,0,0,0,0,0
0,0,0,0,0,0
19,11,16,10,15,8
0,0,0,0,0,0
3,5,0,0,0,0
0,0,0,0,0,0
0,0,2,2,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,1,2,8,0,0
0,0,0,0,0,0
0,0,0,0,0,0
8,19,0,0,19,36
0,0,2,2,2,0
0,0,0,0,1,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
3,3,6,3,28,45
0,0,0,0,0,0
0,0,0,0,0,0
8,9,5,8,10,12
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
15,7,0,0,0,1
0,0,0,1,0,0
44,27,17,9,25,17
0,0,0,0,0,0
4,2,4,3,14,7
0,0,0,0,0,0
0,0,0,0,0,0
