"padj","gene","symbol","rank","rank_change"
1.16242896175357e-09,"ENSG00000272219","AC005072.1",278,133
1.23726640547017e-09,"ENSG00000102871","TRADD",279,314
1.29661567129264e-09,"ENSG00000175455","CCDC14",280,401
1.32721260344127e-09,"ENSG00000146281","PM20D2",281,269
1.33150412308165e-09,"ENSG00000224083","MTCO1P11",282,-3
1.41972503782393e-09,"ENSG00000189430","NCR1",283,1091
1.41988634955191e-09,"ENSG00000088882","CPXM1",284,600
1.53860164780499e-09,"ENSG00000158856","DMTN",285,231
1.58556266317697e-09,"ENSG00000110628","SLC22A18",286,408
1.64832644327937e-09,"ENSG00000134815","DHX34",287,470
1.8726904035773e-09,"ENSG00000128383","APOBEC3A",288,247
1.8726904035773e-09,"ENSG00000132436","FIGNL1",289,286
1.94029606852011e-09,"ENSG00000091127","PUS7",290,78
2.00512054252427e-09,"ENSG00000012048","BRCA1",291,446
2.1187257111745e-09,"ENSG00000134369","NAV1",292,199
2.16945989744701e-09,"ENSG00000112576","CCND3",293,245
2.1857381627695e-09,"ENSG00000129682","FGF13",294,NA
2.24321085093762e-09,"ENSG00000008517","IL32",295,223
2.68597283272455e-09,"ENSG00000286742","AC000065.1",296,NA
2.70459742585326e-09,"ENSG00000103067","ESRP2",297,2013
2.70459742585326e-09,"ENSG00000123329","ARHGAP9",298,368
2.73835042699658e-09,"ENSG00000015285","WAS",299,318
2.7501972472601e-09,"ENSG00000134686","PHC2",300,197
2.90152284259971e-09,"ENSG00000232729","AC211433.1",301,-34
2.98619821538154e-09,"ENSG00000063854","HAGH",302,381
2.98798848095246e-09,"ENSG00000182541","LIMK2",303,420
3.18496867629628e-09,"ENSG00000110876","SELPLG",304,226
3.18496867629628e-09,"ENSG00000125735","TNFSF14",305,284
3.29140212851778e-09,"ENSG00000122483","CCDC18",306,345
3.29992672412569e-09,"ENSG00000175084","DES",307,305
3.29992672412569e-09,"ENSG00000197616","MYH6",308,1011
3.3388172354719e-09,"ENSG00000182782","HCAR2",309,240
3.37315726333617e-09,"ENSG00000064932","SBNO2",310,337
3.37329260448918e-09,"ENSG00000163395","IGFN1",311,951
3.49513191070421e-09,"ENSG00000125247","TMTC4",312,251
3.56085635527164e-09,"ENSG00000115165","CYTIP",313,229
3.71793481840904e-09,"ENSG00000187790","FANCM",314,408
