"rank_change","symbol","rank","padj","gene"
1352,"ANKRD28",1857,2.84138539065214e-05,"ENSG00000206560"
3815,"SNCB",1858,2.89150776442733e-05,"ENSG00000074317"
421,"HSPB6",1859,2.89250922683926e-05,"ENSG00000004776"
2037,"TSR2",1860,2.89299809013188e-05,"ENSG00000158526"
308,"NUCB1",1861,2.89679025501212e-05,"ENSG00000104805"
1409,"AC018628.1",1862,2.90913778264485e-05,"ENSG00000279133"
-144,"AC022022.2",1863,2.91087236137501e-05,"ENSG00000270421"
-159,"COQ10BP2",1864,2.91665151857229e-05,"ENSG00000251552"
231,"S100Z",1865,2.9188031050979e-05,"ENSG00000171643"
-885,"AL132989.1",1866,2.98455361650128e-05,"ENSG00000258682"
NA,"AC018695.9",1867,2.98482125395176e-05,"ENSG00000287125"
1582,"SLC11A1",1868,2.99666736621457e-05,"ENSG00000018280"
758,"DNAJC4",1869,3.00580869135048e-05,"ENSG00000110011"
673,"C3AR1",1870,3.00580869135048e-05,"ENSG00000171860"
-161,"AC004000.1",1871,3.00580869135048e-05,"ENSG00000237903"
731,"ZC3H8",1872,3.01006743483019e-05,"ENSG00000144161"
119,"CENPQ",1873,3.01466246411773e-05,"ENSG00000031691"
70,"VAMP2",1874,3.03714031269284e-05,"ENSG00000220205"
2289,"SH3GLB2",1875,3.06860568521422e-05,"ENSG00000148341"
559,"LMAN2",1876,3.10441189625208e-05,"ENSG00000169223"
1057,"DAPK1",1877,3.11196086311227e-05,"ENSG00000196730"
698,"TSPO",1878,3.12723624059968e-05,"ENSG00000100300"
-213,"AL158832.1",1879,3.13763192662117e-05,"ENSG00000235880"
776,"TYROBP",1880,3.14185009508405e-05,"ENSG00000011600"
1047,"BBC3",1881,3.14185009508405e-05,"ENSG00000105327"
537,"LINC02273",1882,3.14185009508405e-05,"ENSG00000245954"
1341,"ZNF146",1883,3.14898388705076e-05,"ENSG00000167635"
-466,"MFSD1P1",1884,3.17550081915677e-05,"ENSG00000261868"
2582,"C10orf71",1885,3.17750713110922e-05,"ENSG00000177354"
288,"MYB-AS1",1886,3.18498152180158e-05,"ENSG00000236703"
1231,"KANTR",1887,3.18508259568399e-05,"ENSG00000232593"
1229,"HELZ",1888,3.20057083481358e-05,"ENSG00000198265"
-187,"AC093732.1",1889,3.20249071214912e-05,"ENSG00000233845"
-818,"SSR2",1890,3.2117576886877e-05,"ENSG00000163479"
2408,"TNFAIP8L3",1891,3.21337771373821e-05,"ENSG00000183578"
NA,"AL139106.1",1892,3.22801517618179e-05,"ENSG00000287044"
1193,"IKZF4",1893,3.23078185421215e-05,"ENSG00000123411"
-411,"AP001363.1",1894,3.23078185421215e-05,"ENSG00000250659"
1978,"CCDC138",1895,3.23603909376146e-05,"ENSG00000163006"
1231,"MKNK2",1896,3.23836994970757e-05,"ENSG00000099875"
-407,"ADRB1",1897,3.25190142465684e-05,"ENSG00000043591"
654,"EOMES",1898,3.25190142465684e-05,"ENSG00000163508"
313,"AC012513.2",1899,3.25190142465684e-05,"ENSG00000236478"
3262,"AC021087.2",1900,3.25190142465684e-05,"ENSG00000250848"
1194,"CMTM5",1901,3.25237091854137e-05,"ENSG00000166091"
735,"TECPR2",1902,3.25873418643454e-05,"ENSG00000196663"
425,"HJURP",1903,3.2759164864565e-05,"ENSG00000123485"
-618,"CRYM-AS1",1904,3.2759164864565e-05,"ENSG00000189149"
1400,"RFNG",1905,3.27741234049822e-05,"ENSG00000169733"
1171,"RPS19BP1",1906,3.2815108707867e-05,"ENSG00000187051"
-377,"DISC1-IT1",1907,3.28227400523266e-05,"ENSG00000226758"
2111,"TUBB2B",1908,3.28359511275684e-05,"ENSG00000137285"
764,"SHQ1",1909,3.30893651499006e-05,"ENSG00000144736"
-292,"NBEAL1",1910,3.3102799254173e-05,"ENSG00000144426"
663,"LYPLA2",1911,3.31457785817288e-05,"ENSG00000011009"
-430,"C21orf62-AS1",1912,3.32798348266637e-05,"ENSG00000205930"
-1468,"EEF1A1P3",1913,3.32811032273997e-05,"ENSG00000232587"
-151,"AC020612.1",1914,3.32816200689749e-05,"ENSG00000257243"
1164,"AOC2",1915,3.34784992953274e-05,"ENSG00000131480"
3319,"FAAP20",1916,3.35574617110378e-05,"ENSG00000162585"
4971,"AF230666.1",1917,3.35574617110378e-05,"ENSG00000223697"
1669,"STRIT1",1918,3.35574617110378e-05,"ENSG00000240045"
882,"GMPR",1919,3.3570334466687e-05,"ENSG00000137198"
724,"DCAF12",1920,3.37619668393564e-05,"ENSG00000198876"
1185,"RBM26",1921,3.38097204345038e-05,"ENSG00000139746"
-376,"RPS2P52",1922,3.38097204345038e-05,"ENSG00000213726"
-757,"AC244131.1",1923,3.40821542754479e-05,"ENSG00000256657"
1060,"NCF1C",1924,3.41255604157396e-05,"ENSG00000165178"
626,"CORO1A",1925,3.4171773826918e-05,"ENSG00000102879"
2352,"DMXL2",1926,3.42020672701395e-05,"ENSG00000104093"
756,"C5AR2",1927,3.45050759459273e-05,"ENSG00000134830"
2291,"SPP1",1928,3.45311258921659e-05,"ENSG00000118785"
792,"SGSM3-AS1",1929,3.45314849626336e-05,"ENSG00000229999"
-209,"AC079601.2",1930,3.45314849626336e-05,"ENSG00000257376"
275,"TSR3",1931,3.45339875053683e-05,"ENSG00000007520"
524,"MYL6",1932,3.45339875053683e-05,"ENSG00000092841"
-288,"B3GALNT1",1933,3.45339875053683e-05,"ENSG00000169255"
683,"FLOT2",1934,3.45374030100058e-05,"ENSG00000132589"
1240,"RBBP8",1935,3.45676015750366e-05,"ENSG00000101773"
1163,"NFAT5",1936,3.51698252193417e-05,"ENSG00000102908"
-226,"SNRPGP18",1937,3.51707530162352e-05,"ENSG00000257979"
3222,"KCNH7",1938,3.51729508793242e-05,"ENSG00000184611"
968,"EXTL2",1939,3.52843411341907e-05,"ENSG00000162694"
874,"GAN",1940,3.52843411341907e-05,"ENSG00000261609"
1493,"TARBP1",1941,3.53937375612289e-05,"ENSG00000059588"
849,"TPI1",1942,3.54190782849029e-05,"ENSG00000111669"
989,"RPS6KA1",1943,3.54349646033932e-05,"ENSG00000117676"
-1539,"AC139887.2",1944,3.54356898359685e-05,"ENSG00000249592"
1047,"CCDC124",1945,3.54520446021558e-05,"ENSG00000007080"
1725,"SLC2A14",1946,3.54520446021558e-05,"ENSG00000173262"
1185,"MBOAT7",1947,3.5629407425983e-05,"ENSG00000125505"
1717,"PTCRA",1948,3.5629407425983e-05,"ENSG00000171611"
2023,"AC008895.1",1949,3.5629407425983e-05,"ENSG00000279948"
5028,"FGF1",1950,3.58400663931065e-05,"ENSG00000113578"
938,"PMS1",1951,3.59696016109688e-05,"ENSG00000064933"
1707,"KCNH3",1952,3.59696016109688e-05,"ENSG00000135519"
749,"PRSS23",1953,3.59696016109688e-05,"ENSG00000150687"
3601,"AUP1",1954,3.60350399834862e-05,"ENSG00000115307"
168,"C1QTNF4",1955,3.60599536610627e-05,"ENSG00000172247"
3772,"LINC02352",1956,3.60819026263636e-05,"ENSG00000259448"
NA,"AL096870.10",1957,3.61127301970029e-05,"ENSG00000286825"
638,"SF3A3P1",1958,3.64747722450835e-05,"ENSG00000230568"
780,"CD53",1959,3.64797805995885e-05,"ENSG00000143119"
-243,"AC139451.1",1960,3.64860522446226e-05,"ENSG00000244730"
-501,"KLHL29",1961,3.65269789899084e-05,"ENSG00000119771"
215,"TRDC",1962,3.65388911298265e-05,"ENSG00000211829"
312,"HLA-F",1963,3.66331172208142e-05,"ENSG00000204642"
-176,"AF178030.1",1964,3.66331172208142e-05,"ENSG00000227170"
2915,"C14orf132",1965,3.68658066791686e-05,"ENSG00000227051"
1063,"VPS13C",1966,3.69480233170209e-05,"ENSG00000129003"
998,"MYO1F",1967,3.70977936312222e-05,"ENSG00000142347"
1033,"ZNF367",1968,3.72164644909602e-05,"ENSG00000165244"
2218,"DMKN",1969,3.73661527380115e-05,"ENSG00000161249"
970,"DHX33",1970,3.74081270597119e-05,"ENSG00000005100"
1376,"CTDSPL2",1971,3.74655545630788e-05,"ENSG00000137770"
284,"AL513497.1",1972,3.74655545630788e-05,"ENSG00000279443"
1059,"SHCBP1",1973,3.76350592367931e-05,"ENSG00000171241"
984,"AC134349.2",1974,3.76486230043833e-05,"ENSG00000256981"
1076,"GNAS",1975,3.77551422334191e-05,"ENSG00000087460"
535,"CD2BP2",1976,3.7796773763879e-05,"ENSG00000169217"
NA,"AC016245.2",1977,3.79019144704366e-05,"ENSG00000287403"
1049,"FRS2",1978,3.80400730141402e-05,"ENSG00000166225"
-1108,"CCT8P1",1979,3.81038296471426e-05,"ENSG00000226015"
NA,"TBCE",1980,3.81519097861728e-05,"ENSG00000284770"
306,"AC012073.1",1981,3.8188763482809e-05,"ENSG00000271936"
695,"CEP41",1982,3.85679758625577e-05,"ENSG00000106477"
-173,"RPS27AP10",1983,3.86758751674765e-05,"ENSG00000240974"
-288,"AC021106.2",1984,3.90818985744489e-05,"ENSG00000279386"
604,"TWSG1",1985,3.93285019178116e-05,"ENSG00000128791"
662,"C5AR1",1986,3.93453763373103e-05,"ENSG00000197405"
-100,"AC017100.1",1987,3.96204493079371e-05,"ENSG00000259985"
653,"RGS2",1988,3.97437962002926e-05,"ENSG00000116741"
367,"ARHGDIA",1989,3.99807065546243e-05,"ENSG00000141522"
3117,"MT-TL1",1990,3.99807065546243e-05,"ENSG00000209082"
-1270,"AP000936.3",1991,3.99807065546243e-05,"ENSG00000234268"
1570,"LINC02481",1992,4.00631763184653e-05,"ENSG00000246526"
858,"PHF1",1993,4.02317384404121e-05,"ENSG00000112511"
1128,"CASC3",1994,4.03114598126349e-05,"ENSG00000108349"
2184,"EHBP1",1995,4.06172154570182e-05,"ENSG00000115504"
2401,"CHEK1",1996,4.06172154570182e-05,"ENSG00000149554"
905,"ZNF566",1997,4.06172154570182e-05,"ENSG00000186017"
-1043,"TRAF3IP2-AS1",1998,4.06671369380679e-05,"ENSG00000231889"
-901,"PACRGL",1999,4.06963681838767e-05,"ENSG00000163138"
2015,"PI16",2000,4.0783816415568e-05,"ENSG00000164530"
764,"LRRC18",2001,4.07900980224198e-05,"ENSG00000165383"
-1069,"AC109597.1",2002,4.07900980224198e-05,"ENSG00000260378"
903,"TMEM204",2003,4.08516513295561e-05,"ENSG00000131634"
594,"CAPNS1",2004,4.10890517336487e-05,"ENSG00000126247"
1448,"RPS6KB2",2005,4.10890517336487e-05,"ENSG00000175634"
411,"MIAT",2006,4.10890517336487e-05,"ENSG00000225783"
-107,"AL162724.1",2007,4.10890517336487e-05,"ENSG00000227200"
1876,"AC027682.4",2008,4.10890517336487e-05,"ENSG00000261386"
5021,"TRIM54",2009,4.16607582425135e-05,"ENSG00000138100"
669,"LRRK1",2010,4.16848231492599e-05,"ENSG00000154237"
191,"LCP1",2011,4.18510176766222e-05,"ENSG00000136167"
1109,"LINC01506",2012,4.18510176766222e-05,"ENSG00000234506"
1302,"LINC00960",2013,4.18510176766222e-05,"ENSG00000242516"
762,"TMEM68",2014,4.24298468601392e-05,"ENSG00000167904"
-80,"RPS3AP28",2015,4.24298468601392e-05,"ENSG00000234995"
-246,"AC010320.4",2016,4.24394972468423e-05,"ENSG00000269535"
-749,"AL049869.2",2017,4.24740929492996e-05,"ENSG00000259116"
-189,"AC087164.2",2018,4.26259190051311e-05,"ENSG00000279428"
1235,"MYCBP2-AS1",2019,4.26908170401352e-05,"ENSG00000236051"
-662,"AC092653.1",2020,4.31713018072387e-05,"ENSG00000273245"
174,"LINC02701",2021,4.33886903968301e-05,"ENSG00000250508"
1113,"MRPL28",2022,4.34694602804946e-05,"ENSG00000086504"
1551,"UNC13D",2023,4.34694602804946e-05,"ENSG00000092929"
-149,"AC084783.1",2024,4.34694602804946e-05,"ENSG00000261072"
-1169,"AC023389.1",2025,4.34694602804946e-05,"ENSG00000263657"
-1164,"AC007842.1",2026,4.34694602804946e-05,"ENSG00000269069"
410,"SERPINI2",2027,4.35436414220958e-05,"ENSG00000114204"
370,"PEF1",2028,4.35473888181365e-05,"ENSG00000162517"
1170,"JOSD2",2029,4.35766494395169e-05,"ENSG00000161677"
966,"BRI3BP",2030,4.37984348699172e-05,"ENSG00000184992"
714,"ZNF681",2031,4.41177626359828e-05,"ENSG00000196172"
2317,"PBX4",2032,4.44809594380877e-05,"ENSG00000105717"
566,"KCTD3",2033,4.44935268214712e-05,"ENSG00000136636"
1207,"OTUD5",2034,4.46293396533223e-05,"ENSG00000068308"
NA,"AC069549.2",2035,4.47114475966555e-05,"ENSG00000287613"
1018,"PFKFB4",2036,4.47351100130249e-05,"ENSG00000114268"
768,"MMP25-AS1",2037,4.47599967729114e-05,"ENSG00000261971"
2614,"MT-TT",2038,4.48365570948936e-05,"ENSG00000210195"
689,"SYTL3",2039,4.49867276462445e-05,"ENSG00000164674"
-352,"ZNF782",2040,4.50935716074563e-05,"ENSG00000196597"
1304,"AL360270.2",2041,4.51224479465922e-05,"ENSG00000261654"
1130,"CD84",2042,4.51971065007166e-05,"ENSG00000066294"
1868,"DPY19L2P2",2043,4.52465224317813e-05,"ENSG00000170629"
2211,"ANKRD36B",2044,4.52465224317813e-05,"ENSG00000196912"
1,"AC125603.1",2045,4.52465224317813e-05,"ENSG00000257654"
1078,"AC023818.1",2046,4.52465224317813e-05,"ENSG00000280067"
2526,"AC092329.4",2047,4.52465224317813e-05,"ENSG00000284428"
NA,"AC011246.1",2048,4.52465224317813e-05,"ENSG00000286481"
-7,"AC130324.1",2049,4.52576420875145e-05,"ENSG00000263531"
5901,"SCN7A",2050,4.54011261011367e-05,"ENSG00000136546"
3055,"PSMD13",2051,4.54821050771412e-05,"ENSG00000185627"
704,"RIN3",2052,4.58742552342992e-05,"ENSG00000100599"
873,"ECT2",2053,4.58742552342992e-05,"ENSG00000114346"
521,"UBTD1",2054,4.58742552342992e-05,"ENSG00000165886"
-918,"SUZ12P1",2055,4.58742552342992e-05,"ENSG00000264538"
1736,"RAI2",2056,4.60049604688308e-05,"ENSG00000131831"
-904,"NADK2-AS1",2057,4.60049604688308e-05,"ENSG00000245711"
1906,"ZNF562",2058,4.61554310044767e-05,"ENSG00000171466"
7972,"FCN3",2059,4.65004485523212e-05,"ENSG00000142748"
752,"NCF1",2060,4.65004485523212e-05,"ENSG00000158517"
454,"FAM30A",2061,4.65580001204137e-05,"ENSG00000226777"
-1810,"ZNF805",2062,4.66573378566037e-05,"ENSG00000204524"
979,"NKTR",2063,4.67745085402435e-05,"ENSG00000114857"
359,"AC019069.1",2064,4.68712369198484e-05,"ENSG00000272711"
590,"ACSM1",2065,4.69401697919374e-05,"ENSG00000166743"
1303,"HSPA1L",2066,4.70259118705894e-05,"ENSG00000204390"
1559,"PPP1R26P1",2067,4.70259118705894e-05,"ENSG00000238086"
703,"KLC3",2068,4.70740682378278e-05,"ENSG00000104892"
-781,"AL031668.1",2069,4.7371093417072e-05,"ENSG00000228386"
952,"SARS1",2070,4.75010484517586e-05,"ENSG00000031698"
1562,"NRN1",2071,4.75349722637004e-05,"ENSG00000124785"
731,"SGO2",2072,4.75349722637004e-05,"ENSG00000163535"
4699,"ZNF713",2073,4.75349722637004e-05,"ENSG00000178665"
330,"AC009032.1",2074,4.77445891795123e-05,"ENSG00000274093"
-1092,"OR10AC1",2075,4.79477272285494e-05,"ENSG00000176510"
4007,"DANT2",2076,4.8338671140411e-05,"ENSG00000235244"
294,"HSPE1P13",2077,4.85021302838657e-05,"ENSG00000225900"
-1168,"AC069499.1",2078,4.85775893000236e-05,"ENSG00000241634"
-305,"WDPCP",2079,4.86485531091758e-05,"ENSG00000143951"
1833,"DDX50P1",2080,4.86485531091758e-05,"ENSG00000229816"
130,"AC084083.1",2081,4.87222072075371e-05,"ENSG00000254431"
1671,"AC068620.3",2082,4.90111920609283e-05,"ENSG00000283156"
1239,"NLN",2083,5.0192440960504e-05,"ENSG00000123213"
930,"PITPNC1",2084,5.0381825502827e-05,"ENSG00000154217"
406,"KIAA1586",2085,5.03919791090098e-05,"ENSG00000168116"
-874,"ZNF675",2086,5.08056141011703e-05,"ENSG00000197372"
773,"SLC1A7",2087,5.14224696184504e-05,"ENSG00000162383"
NA,"AC009090.6",2088,5.14948852996566e-05,"ENSG00000285979"
5057,"PSMC3IP",2089,5.16035362123588e-05,"ENSG00000131470"
1074,"SUCO",2090,5.16888800470734e-05,"ENSG00000094975"
1425,"MKI67",2091,5.20101979736825e-05,"ENSG00000148773"
4792,"LRRC37A15P",2092,5.20101979736825e-05,"ENSG00000230069"
1300,"GOLGA7B",2093,5.20699118812231e-05,"ENSG00000155265"
1484,"DNAJC10",2094,5.24863774758222e-05,"ENSG00000077232"
1126,"SREK1IP1",2095,5.24863774758222e-05,"ENSG00000153006"
1115,"PDZD4",2096,5.27018308228652e-05,"ENSG00000067840"
NA,"AC005856.1",2097,5.31559094032578e-05,"ENSG00000286997"
20965,"KRIT1",2098,5.36219497888672e-05,"ENSG00000001631"
-167,"AC046158.1",2099,5.39000480099745e-05,"ENSG00000260733"
1113,"AC015871.3",2100,5.41654909824696e-05,"ENSG00000278600"
NA,"DBET",2101,5.42939779008739e-05,"ENSG00000281591"
1362,"UBE3A",2102,5.44024232732926e-05,"ENSG00000114062"
638,"ZNF22-AS1",2103,5.44024232732926e-05,"ENSG00000165511"
389,"TSPAN7",2104,5.4443090597978e-05,"ENSG00000156298"
284,"AC023509.5",2105,5.45327212071166e-05,"ENSG00000275488"
-146,"POLR1B",2106,5.46712433765437e-05,"ENSG00000125630"
-162,"USP12P2",2107,5.47356517618523e-05,"ENSG00000224007"
2142,"ZNF573",2108,5.5019692501722e-05,"ENSG00000189144"
1760,"KRT5",2109,5.51983432228214e-05,"ENSG00000186081"
1487,"SOCS7",2110,5.53163630923961e-05,"ENSG00000274211"
NA,"AC022137.3",2111,5.53163630923961e-05,"ENSG00000287608"
4317,"DNER",2112,5.55312347744709e-05,"ENSG00000187957"
-20,"HSPA8P15",2113,5.55679630441803e-05,"ENSG00000219395"
-128,"HMGA1P2",2114,5.58341173148642e-05,"ENSG00000248641"
1280,"ABCB10",2115,5.60797082571677e-05,"ENSG00000135776"
1965,"ZNF354B",2116,5.60797082571677e-05,"ENSG00000178338"
859,"UCK2",2117,5.64098240425492e-05,"ENSG00000143179"
2196,"NUDT22",2118,5.64098240425492e-05,"ENSG00000149761"
1052,"CDCA2",2119,5.64756723785785e-05,"ENSG00000184661"
741,"COL18A1",2120,5.6570065406447e-05,"ENSG00000182871"
848,"AC040160.2",2121,5.68728410789261e-05,"ENSG00000280163"
-238,"AC008764.10",2122,5.70193917681847e-05,"ENSG00000279977"
697,"AC092299.1",2123,5.70193917681847e-05,"ENSG00000282416"
201,"BPI",2124,5.7177480857387e-05,"ENSG00000101425"
832,"SNAPC2",2125,5.7177480857387e-05,"ENSG00000104976"
890,"AC234772.1",2126,5.72503696094883e-05,"ENSG00000269902"
-609,"CCDC107",2127,5.76934200780117e-05,"ENSG00000159884"
767,"NEDD9",2128,5.8045475661628e-05,"ENSG00000111859"
1748,"HOXA9",2129,5.81273890578177e-05,"ENSG00000078399"
-150,"AC125612.1",2130,5.81544240800393e-05,"ENSG00000257169"
559,"TPRG1L",2131,5.81920253625083e-05,"ENSG00000158109"
7504,"FAM98C",2132,5.82795835646684e-05,"ENSG00000130244"
NA,"AL589863.2",2133,5.87490588721521e-05,"ENSG00000286715"
869,"SLC9A3R1",2134,5.89705451049521e-05,"ENSG00000109062"
2412,"REEP2",2135,5.92448396314248e-05,"ENSG00000132563"
3292,"TCIM",2136,5.93186738468003e-05,"ENSG00000176907"
-147,"C2CD2",2137,5.94797279429952e-05,"ENSG00000157617"
743,"AC008026.3",2138,5.94797279429952e-05,"ENSG00000264546"
581,"AC002553.2",2139,5.95560945952841e-05,"ENSG00000275413"
612,"NATD1",2140,5.96167042173424e-05,"ENSG00000274180"
-127,"CBX5P1",2141,5.99000233357848e-05,"ENSG00000241535"
4430,"HIF3A",2142,6.01035516602762e-05,"ENSG00000124440"
1677,"TUBGCP4",2143,6.01071864360334e-05,"ENSG00000137822"
1367,"MEF2C",2144,6.03810787412431e-05,"ENSG00000081189"
996,"HDGFL2",2145,6.03810787412431e-05,"ENSG00000167674"
-134,"ST7-OT4",2146,6.03810787412431e-05,"ENSG00000214188"
2541,"AC010240.2",2147,6.05763517420032e-05,"ENSG00000235253"
-577,"CFL1",2148,6.05812439516584e-05,"ENSG00000172757"
1095,"NEK4",2149,6.08371501279387e-05,"ENSG00000114904"
5644,"HDAC4-AS1",2150,6.08980164621149e-05,"ENSG00000222020"
-225,"AC130895.1",2151,6.1314994243708e-05,"ENSG00000258337"
713,"RARA-AS1",2152,6.15484415352017e-05,"ENSG00000265666"
-1963,"KLRK1",2153,6.16611853901144e-05,"ENSG00000213809"
1540,"LRFN2",2154,6.18143683980479e-05,"ENSG00000156564"
772,"SGF29",2155,6.18430731728897e-05,"ENSG00000176476"
1034,"SLC12A2",2156,6.19254308865476e-05,"ENSG00000064651"
645,"RNF144B",2157,6.19254308865476e-05,"ENSG00000137393"
1061,"SEMA6B",2158,6.19254308865476e-05,"ENSG00000167680"
4228,"TCEAL2",2159,6.19254308865476e-05,"ENSG00000184905"
933,"ABI3",2160,6.19861913259993e-05,"ENSG00000108798"
1120,"TMEM106A",2161,6.19861913259993e-05,"ENSG00000184988"
1000,"ANXA6",2162,6.19861913259993e-05,"ENSG00000197043"
362,"ZNF248",2163,6.19861913259993e-05,"ENSG00000198105"
732,"CLASP2",2164,6.19941464440576e-05,"ENSG00000163539"
-2072,"RAB43",2165,6.19941464440576e-05,"ENSG00000172780"
-203,"PRKAR2B-AS1",2166,6.19941464440576e-05,"ENSG00000243193"
2107,"GSDMD",2167,6.22540381128608e-05,"ENSG00000104518"
-1950,"SH3BP1",2168,6.23001251437299e-05,"ENSG00000100092"
-181,"AL512326.3",2169,6.26174708672884e-05,"ENSG00000225711"
NA,"AC025175.2",2170,6.2714036533476e-05,"ENSG00000287087"
2916,"HSPA2",2171,6.27155744437995e-05,"ENSG00000126803"
-953,"AL691449.1",2172,6.27540484641337e-05,"ENSG00000233268"
874,"ZNF717",2173,6.28564184697456e-05,"ENSG00000227124"
1523,"TOGARAM2",2174,6.31127141447289e-05,"ENSG00000189350"
1283,"FTX",2175,6.31127141447289e-05,"ENSG00000230590"
2274,"ILDR2",2176,6.31513409185098e-05,"ENSG00000143195"
1291,"FKBP7",2177,6.36469569434596e-05,"ENSG00000079150"
-789,"SRSF12",2178,6.37123895664225e-05,"ENSG00000154548"
1144,"ANKAR",2179,6.37604844624575e-05,"ENSG00000151687"
1666,"MTR",2180,6.38522605842279e-05,"ENSG00000116984"
3769,"KIF5A",2181,6.38522605842279e-05,"ENSG00000155980"
1227,"PUS7L",2182,6.39800886921174e-05,"ENSG00000129317"
-119,"AVPR1B",2183,6.42765603526041e-05,"ENSG00000198049"
1106,"LYPD3",2184,6.438308027169e-05,"ENSG00000124466"
792,"MYL4",2185,6.438308027169e-05,"ENSG00000198336"
-188,"MTFR2P1",2186,6.438308027169e-05,"ENSG00000233716"
-784,"GREB1L",2187,6.45933073377265e-05,"ENSG00000141449"
779,"AC138409.1",2188,6.45933073377265e-05,"ENSG00000215156"
1908,"NNT",2189,6.46798846892348e-05,"ENSG00000112992"
980,"NUP155",2190,6.46798846892348e-05,"ENSG00000113569"
-176,"RBM12B-AS1",2191,6.47023989556189e-05,"ENSG00000279331"
2707,"ALDH1L1",2192,6.48260074167676e-05,"ENSG00000144908"
-415,"ISL2",2193,6.4915860374962e-05,"ENSG00000159556"
5159,"CENPO",2194,6.50053787883401e-05,"ENSG00000138092"
1310,"STARD10",2195,6.53072292988857e-05,"ENSG00000214530"
1506,"USP34",2196,6.53413403908844e-05,"ENSG00000115464"
747,"RNPEPL1",2197,6.53413403908844e-05,"ENSG00000142327"
1869,"FER",2198,6.54092194170793e-05,"ENSG00000151422"
561,"OXR1",2199,6.54227892149542e-05,"ENSG00000164830"
-166,"AC068025.2",2200,6.55019972884564e-05,"ENSG00000266111"
-192,"RABGAP1L-IT1",2201,6.5534086315112e-05,"ENSG00000223525"
1575,"SLC26A8",2202,6.56928954930545e-05,"ENSG00000112053"
1377,"TCERG1",2203,6.5751960237773e-05,"ENSG00000113649"
739,"PLXNC1",2204,6.57876495907938e-05,"ENSG00000136040"
631,"RASSF7",2205,6.58870307761098e-05,"ENSG00000099849"
8057,"GLULP4",2206,6.63859601997662e-05,"ENSG00000178723"
-191,"AC134050.1",2207,6.63859601997662e-05,"ENSG00000241537"
738,"CD79A",2208,6.68827024709872e-05,"ENSG00000105369"
-1147,"AC012358.2",2209,6.68827024709872e-05,"ENSG00000240401"
951,"CTPS2",2210,6.69031127500807e-05,"ENSG00000047230"
-191,"MKRN3",2211,6.69535636032526e-05,"ENSG00000179455"
3230,"KRT18P57",2212,6.70251819696961e-05,"ENSG00000215867"
2986,"LINC02288",2213,6.7069413400913e-05,"ENSG00000246548"
1413,"ANKRD40",2214,6.72913158429331e-05,"ENSG00000154945"
-205,"AC083806.2",2215,6.73550990310729e-05,"ENSG00000274554"
17,"MTMR7",2216,6.77672089093644e-05,"ENSG00000003987"
-186,"AL110115.1",2217,6.77672089093644e-05,"ENSG00000274364"
NA,"Z94721.2",2218,6.77700842532813e-05,"ENSG00000272980"
-77,"SCHIP1",2219,6.7824933438636e-05,"ENSG00000151967"
733,"ARL4C",2220,6.7824933438636e-05,"ENSG00000188042"
-164,"AL355483.2",2221,6.80548361816129e-05,"ENSG00000232762"
4183,"SLC1A2",2222,6.80715798366998e-05,"ENSG00000110436"
271,"AP001189.1",2223,6.81017205417667e-05,"ENSG00000236304"
663,"IL7R",2224,6.82097375664289e-05,"ENSG00000168685"
859,"AC016542.2",2225,6.82554520542702e-05,"ENSG00000279502"
288,"WDR31",2226,6.83582151702553e-05,"ENSG00000148225"
918,"AF131216.1",2227,6.84935240312446e-05,"ENSG00000246477"
2307,"EML2",2228,6.86526390980391e-05,"ENSG00000125746"
2508,"EFCAB11",2229,6.87469921132261e-05,"ENSG00000140025"
1192,"ASGR1",2230,6.87469921132261e-05,"ENSG00000141505"
592,"ITPK1-AS1",2231,6.88956931567071e-05,"ENSG00000258730"
NA,"MIR3605",2232,6.88956931567071e-05,"ENSG00000284154"
1263,"LTN1",2233,6.90122167560595e-05,"ENSG00000198862"
302,"AC016747.3",2234,6.90122167560595e-05,"ENSG00000273302"
-1216,"PGAM1P10",2235,6.91087580232147e-05,"ENSG00000220515"
1039,"POLR2E",2236,6.936077200858e-05,"ENSG00000099817"
1351,"RUNX1",2237,7.02107240036454e-05,"ENSG00000159216"
1899,"ARMC12",2238,7.06656915180337e-05,"ENSG00000157343"
-181,"AC211476.1",2239,7.07145985418577e-05,"ENSG00000205584"
1024,"AC005622.1",2240,7.07175438206464e-05,"ENSG00000283525"
1470,"SPON2",2241,7.09163325048897e-05,"ENSG00000159674"
-180,"AC015920.1",2242,7.09163325048897e-05,"ENSG00000278972"
5926,"RBM24",2243,7.09532276138238e-05,"ENSG00000112183"
594,"PLEKHJ1",2244,7.11558497469321e-05,"ENSG00000104886"
2143,"ANKRD1",2245,7.11558497469321e-05,"ENSG00000148677"
4086,"KMT2A",2246,7.11589457971316e-05,"ENSG00000118058"
-538,"AC004706.3",2247,7.1242364372505e-05,"ENSG00000282936"
820,"LINC02084",2248,7.12808934819028e-05,"ENSG00000272282"
1117,"TALDO1",2249,7.17040019110474e-05,"ENSG00000177156"
1509,"MLEC",2250,7.178087783114e-05,"ENSG00000110917"
4116,"PGS1",2251,7.18537327496516e-05,"ENSG00000087157"
1308,"GPATCH11",2252,7.18674349623051e-05,"ENSG00000152133"
1777,"PKP1",2253,7.18862576613418e-05,"ENSG00000081277"
