"gene","GTExN7MScountsREPROCESSED","GTExNFK9countsREPROCESSED","GTExO5YTcountsREPROCESSED","GDC2821countsREPROCESSED","GDC2828countsREPROCESSED","GDC2839countsREPROCESSED","padj","symbol","rank","rank_change"
"ENSG00000285417",6,0,12,4595,1561,2923,6.3360628921238e-15,"BX571818.1",64,NA
"ENSG00000286071",16,8,9,922,1105,1198,1.75563270139488e-12,"AL136171.2",124,NA
"ENSG00000286051",0,0,0,2418,482,6603,3.64039389572905e-12,"AC244102.3",137,NA
"ENSG00000129682",34,32,509,4,4,1,2.1857381627695e-09,"FGF13",294,NA
"ENSG00000286742",2,3,0,819,445,3285,2.68597283272455e-09,"AC000065.1",296,NA
"ENSG00000286153",7,1,16,484,872,957,4.74239756709387e-09,"AP000331.1",323,NA
"ENSG00000286616",2,1,3,306,187,289,9.82063213744366e-09,"AL008730.1",374,NA
"ENSG00000286545",3,4,2,287,237,334,1.30154063682176e-08,"AC092645.2",398,NA
"ENSG00000287195",18,7,10,1402,2177,507,1.34972035168072e-08,"AC131568.1",402,NA
"ENSG00000283208",5,6,4,331,282,439,1.35973385832213e-08,"AC001226.2",403,NA
"ENSG00000287932",0,0,0,323,121,999,5.76114108424081e-08,"AC000065.2",518,NA
"ENSG00000204389",16939,2396,3445,673,733,929,1.5924889825006e-07,"HSPA1A",600,NA
"ENSG00000260007",5,12,22,498,395,367,2.10283261583878e-07,"AC107871.1",626,NA
"ENSG00000107317",114,657,39,19,4,1,5.64182919798181e-07,"PTGDS",749,NA
"ENSG00000285692",0,0,0,93,204,135,1.01607344953238e-06,"AC023509.6",844,NA
"ENSG00000285650",1,0,0,193,195,191,1.19617995862759e-06,"AL157827.2",869,NA
"ENSG00000287255",24,248,1325,40,7,5,1.36139252677033e-06,"AC007877.1",902,NA
"ENSG00000286341",6,5,6,278,622,187,1.36370333756533e-06,"AP002762.3",903,NA
"ENSG00000198892",524,57,135,42,11,18,1.88827952184481e-06,"SHISA4",955,NA
"ENSG00000287408",0,0,1,225,223,132,1.88904532248484e-06,"AC027811.1",957,NA
"ENSG00000287555",7,2,8,195,233,314,1.97697153007561e-06,"AC023424.2",962,NA
"ENSG00000286320",3,3,1,217,151,439,2.01343299648577e-06,"AC108053.1",964,NA
"ENSG00000286512",2,0,12,303,290,449,3.44891216108285e-06,"AL031768.2",1051,NA
"ENSG00000287771",20,11,285,4,0,0,4.41816905509205e-06,"AC007271.1",1104,NA
"ENSG00000288048",1,0,2,757,43,564,4.50641954106895e-06,"AC104088.3",1112,NA
"ENSG00000235655",713,612,7580,207,491,319,4.74399892926412e-06,"H3P6",1124,NA
"ENSG00000286550",2,0,1,116,142,203,8.13449255590015e-06,"AL591002.1",1272,NA
"ENSG00000285303",0,0,0,46,330,122,8.14413557224618e-06,"AC004381.4",1275,NA
"ENSG00000287680",8,3,1,440,204,383,1.14847595975828e-05,"AC093330.3",1370,NA
"ENSG00000285803",2,0,2,126,169,101,1.25886026414002e-05,"AL442003.1",1393,NA
"ENSG00000286672",2,0,0,159,130,223,1.29279914314794e-05,"AL096712.2",1403,NA
"ENSG00000287945",0,0,0,57,124,91,1.4057404198773e-05,"AL603824.1",1435,NA
"ENSG00000286245",0,0,0,55,90,158,1.43379446465283e-05,"AC125437.3",1438,NA
"ENSG00000285774",30,15,9,1,2,1,1.48582216530799e-05,"AL133444.1",1449,NA
